w,0,1,0.0.0,4933,0,
w00t_blam_101,0,1,1.0.0,2988,0,
w1temp,693.3455,5,0.0.4,15465,0,http://rubygems.org/gems/w1temp
w1_temperature_parser,66394.05766666666,4,0.1.1,10660,1,https://github.com/mowli/w1_temperature_parser
w2tags,5586006.412789473,20,0.9.69,67955,0,http://w2tags.rubyforge.org
w2v,0,1,0.0.1,3995,0,""
w32evol_ruby,144590.00866666666,4,0.0.4,14210,0,https://bitbucket.org/martinvelez/w32evol_ruby
w3c_datetime,37631.10433333334,4,0.0.4,12452,1,https://github.com/itsudo/w3c_datetime
w3clove,1815163.4124827585,30,0.8,90315,57,https://github.com/jaimeiniesta/site_validator/
w3c_rspec_validators,53558217.77125,5,0.3.0,222146,7,https://github.com/Goltergaul/w3c_rspec_validators
w3css_rails,82053.801,2,4.0.0,4480,2,https://github.com/akashpinnaka/w3css_rails
w3c_validators,26611569.1256,16,1.3.7,2288419,91,http://github.com/alexdunae/w3c_validators
w3c-validator-to-rally,0,1,0.1.0,4687,0,
w3map,1098.749,2,0.0.2,7337,0,http://www.w3map.org
w3m-autopagerize,0.0,4,1.0.3,15739,0,http://www.rubyist.net/~rubikitch/
w3mrefe,0,1,1.0.0,5078,0,http://rubyforge.org/projects/refe/
w3-rails,0,1,0.1.0,2564,0,https://github.com/leihb/w3-rails
w3scraper,0,1,0.0.1,4611,0,http://rubygems.org/gems/w3scraper
WAAT,20128884.198000003,3,1.5.0,11302,6,https://github.com/anandbagmar/WAAT-Ruby
wa_bcms_blog,9631.77,2,1.1.1,8505,0,http://browsercms.org
wab_sarvar,0,1,0.1.0,2089,0,https://github.com/av-ast/wab_sarvar
wabur,2705316.899,9,0.7.0,15807,48,http://github.com/ohler55/wabur
wackamole,1282732.5101818182,12,0.1.4,42735,0,http://www.rackamole.com
wackelkoepfe,382.292,2,1.0.1,7590,0,""
wacktrace,43748.178,2,1.0.1,3804,3,https://github.com/kkuchta/wacktrace
wacky,222723.46757142857,8,0.1.5,24256,0,http://www.isotope11.com
wacky_canvas,0,1,0.0.1,4575,0,http://www.wackywordsfriends.com
wacky_graph,0,1,0.1,4571,0,http://www.wackywordsfriends.com
wa_cloud_api,6268795.938,2,0.1.1,460,1,https://github.com/rvs-teja/wa_cloud_api
wad,336429.298,2,0.2.1,6221,0,https://bitbucket.org/technologyastronauts/wad
waddell_view_tool,0,1,0.1.0,2727,0,https://waddell.com
waddup,6886965.001999999,6,0.2.2,16328,4,https://github.com/timkurvers/waddup
wadl,9835839.604736842,20,0.3.1,62523,39,http://github.com/blackwinter/wadl
wadl_generator,180459.25449999998,3,0.1.2,10737,4,https://github.com/tma/wadl_generator
wadling,3293757.2406,11,0.1.10,81782,0,https://github.com/evangraan/wadling
wadrc-bcp-scripts,0,1,0.0.6,4478,2,http://github.com/brainmap/wadrc-bcp-scripts
wads,612379.537375,9,0.2.4,11763,2,https://github.com/dbroemme/ruby-wads
waeasyapi,0,1,1.0.0,1073,0,https://waeasyapi.com/
