t,6013738.217833334,61,4.0.0,280867,5428,https://github.com/sferik/t
t1,0,1,0.1.0,3354,0,http://rubygems.org/gems/t1
t-1000,6864915.674,3,0.2.0,10265,0,https://github.com/brandfolder/t-1000
t12n,1531397.2176666667,4,0.3.0,33953,0,https://github.com/austinthecoder/t12n
t1k,4250608.8799310345,30,4.2.3,57675,5,https://github.com/fortesinformatica/t1k
t2_airtime,102402.76009523809,22,0.6.0,36621,0,https://github.com/matteolc/t2_airtime
t2d,0,1,0.0.1,4012,0,http://zeilenwerk.ch
t2etranslator,9442.290500000001,9,0.0.9,28978,1,https://github.com/sathia27/translator
t2-server,6917313.895380952,22,1.3.0,78106,2,http://github.com/myGrid/t2-server-gem
t2-web,2264066.2064,16,0.2.0,49005,0,
t3_game,0,1,0.1.1,2955,1,https://github.com/styd/TicTacToe
t3-rails,0,1,0.1.0,3683,0,
t411,9372526.5285,11,0.0.11,26527,0,https://www.github.com/kartouch/t411
t4b,124400.335,2,0.0.2,6198,0,https://github.com/palyrex/t4b
t50_matriz_dispersa_densa,0,1,0.0.1,4215,0,""
t53,0,1,0.1.0,2437,0,https://github.com/jrobertson/t53
t6d-mensa,2.238,5,0.1.4,13970,0,http://github.com/t6d/mensa
t7s,0,1,0.1.0,2773,0,""
t90x,0,1,0.1.0,3023,0,http://rubygems.org/gems/t90x
t9n,146086.58099999998,4,0.4.0,15928,1,http://github.com/perfectline/t9n
ta4r,0,1,0.0.0,2518,0,https://rubygems.org/gems/ta4r
ta910_helloworld,154.261,2,0.1.1,4574,0,https://github.com/ta910
taas,4886.362,3,0.1.2,9782,14,http://github.com/anandbagmar/taas
taaze,851151.3568,6,0.0.7,14388,0,https://github.com/BUEZE/taaze
tab,0,1,0.1.0,3051,0,https://github.com/mwerner/tab
tabajara_calculator,0,1,0.1.0,3017,0,http://github.com/jacksonpires/tabajara_calculator
tabata_timer,176310.796,2,0.0.2.1,6363,0,https://github.com/Dongkuk/tabata_timer
tabbit,386367.8943333333,4,0.1.0,11705,18,https://github.com/tiimgreen/tabbit
tab_builder,26002810.424200002,6,0.1.4,16365,0,https://github.com/talentnest/tab_builder
tabby,4540073.057,3,0.1.0,11663,6,http://github.com/mnoble/tabby
tabby2,4663608.433,2,0.3.0,4449,1,http://github.com/jacquescrocker/tabby2
tabbycat,0,1,0.0.0,2766,0,""
tabbyx,644741.4140000001,3,0.1.7,6356,0,https://github.com/angeliaw/tabbyx
tabcast,706091.79275,5,0.4.2,14922,0,http://github.com/ctindall/tabcast
tabcmd,0,1,9001.0,2126,0,
tabelinha,3358.3665,7,1.0.0,1736,6,https://github.com/Hikari-desuyoo/tabelinha
tabelr,1273658.131142857,8,0.0.8,24580,0,https://github.com/IanVaughan/tabelr
tabit,11825820.334555555,10,1.0.0,29583,0,https://github.com/webhippie/tabit
tab_keeper,1472518.962,2,0.2.0,5295,0,https://github.com/isaacseymour/tab_keeper
tabl,116919.823,3,0.1.2,10401,1,http://github.com/liehann/tabl
