n,0,1,0.1.0,7170,6,http://github.com/jugyo/n
n_1_finder,906981.4052500001,5,0.0.6,21296,3,https://github.com/aglushkov/n1_finder
n1_loader,2521789.12292,26,1.7.4,309645,220,https://github.com/djezzzl/n1_loader
n1t0,0,1,0.0.2,4147,1,https://github.com/kaochenlong/n1t0
n_2_w,34678.567500000005,3,0.1.2,6683,0,https://github.com/alexandros84/n_2_w
n3bulous-amiruby19,1.853,2,1.1.0,6428,0,http://conceptsahead.com
n3bulous-infuse,2.0100000000000002,8,0.9.7,21117,0,http://conceptsahead.com
n3bulous-resume2,1.873,2,0.2.5,6485,0,http://conceptsahead.com
n3mfis,9010.833499999999,3,0.0.2,11808,0,http://rubygems.org/gems/n3mfis
n42gitversion,0,1,0.3.0,7143,0,http://www.num42.de
n42translation,35876484.45,2,0.1.2,6547,0,http://num42.de
n4j,55460.77244444445,10,0.0.1.7,33957,0,""
n65,0,1,0.5.0,3778,13,http://github.com/safiire/n65
n6udp-csvscan,0,1,0.1.1,2528,0,http://github.com/sandofsky/csvscan
n8_activemerchant,0,1,1.9.3,5129,0,http://activemerchant.org/
n8-adcenter-client,1789.315,2,8.0.0,8219,0,http://bleechack.github.com/adcenter-client/
n8-attr_encrypted,241095.804,2,1.1.3,8949,1985,http://github.com/shuber/attr_encrypted
n8codes_view_tool,0,1,0.1.0,2322,0,https://bitacode.com
n8-heroku-autoscale,0,1,0.2.2,4888,213,http://github.com/ddollar/heroku-autoscale
na,398852.67670833337,97,1.2.63,35596,0,https://brettterpstra.com/projects/na/
naamah,0,1,0.0.1,3849,0,""
naas,881.703,2,0.0.2,7137,0,""
nab,1620533.39625,9,1.2.0,26526,0,http://www.github.com/brianbianco/nab
nabatheon,36746.1575,3,0.0.3,8365,0,https://github.com/buren/nabatheon
nabaztag,353.182,2,0.2.3,10780,0,http://github.com/elcgit/nabaztag
Nabaztag,0.0,2,0.3.0,10926,0,
nabaztag_hack_kit,14182545.899999999,14,0.1.0,34884,30,https://github.com/rngtng/NabaztagHackKit
nabea2,274456.11,3,0.1.2,7000,0,https://github.com/terapasta/nabea2
nabeatsu,0,1,0.0.1,4222,0,https://twitter.com/yukkuri_sinai
Nabeel_gem,0,1,0.1.0,2503,0,https://nabeelmustafa.me
nabeta-scribd_fu,2.126,2,2.0.4.1,6064,78,http://github.com/mdarby/scribd_fu/tree/master
nabeta-wcapi,2.205,3,0.0.1.1,8513,0,http://wiki.github.com/nabeta/wcapi
nabil_can,1503813.9606,6,0.1.6,11837,0,""
nabit,0,1,0.2.0,4472,2,https://github.com/jonforums/nabit
n_able_rails,0,1,0.1.0,3031,2,https://github.com/enspiresoftware/n_able_rails
nabokov,147896.451,2,0.1.1,4567,2,https://github.com/Antondomashnev/nabokov
nabortu,1536026.443,5,0.1.3,13144,0,https://github.com/martsoft/nabortu
nab-sleepr,0,1,1.0.c2b5172727df4d3052a5c022bb19eb9348758b1ca8df43253e2a93d43a1b1c22,1719,0,http://www.google.com
nabuchi_first_gem,0,1,0.1.0,2494,0,http://example.com
NABViewTool,0,1,0.1.0,1010,0,https://github.com/NenehB/NABViewTool
nac,963753.99,2,1.1.0,4300,1,https://github.com/chris-roerig/nac
nace,687301.322,2,0.1.1,4265,0,https://github.com/freder1c/nace-revision-two
nacelle,15623175.97525,13,0.5.0,13113,0,https://github.com/botandrose/nacelle
nacho,1027415.936,2,0.0.3,5990,0,https://github.com/dwa012/nacho
nachof-premailer,0,1,1.5.5,4770,0,http://premailer.dialect.ca/
nachof-zheng,1.951,3,0.0.3,8334,0,
nachokb-bcms_feeds,0,1,1.0.6,3545,6,http://github.com/jonleighton/bcms_feeds
nachokb-bcms_news,0,1,1.0.0,3533,0,http://browsercms.org
nachos,3254038.3194,6,0.0.6,22049,15,http://github.com/rsanheim/nachos
nacho_view_tool,0,1,0.1.0,2505,0,https://memecave-nachokahn.c9users.io/
nacjac,71849.595,2,0.0.2,5383,0,https://github.com/sdsdkkk/nacjac
nacl,26818.88,2,0.2,7573,15,http://github.com/mogest/nacl
nacl_password,25926537.974,2,0.1.1,4122,0,https://github.com/SampsonCrowley/nacl_password
nacofetch,0,1,1.0.0,4308,0,http://nacofetch.prototechnical.com/
naconormalizer,3223685.015,4,1.0.1,11545,0,https://github.com/billdueber/naconormalizer
nada,0,1,0.0.0.0,3281,1,https://github.com/abstractive/nada
nadb,801.106,2,0.0.2,5935,4,https://github.com/hamidp/nadb
nadia,0,1,0.0.1,3747,0,""
n_adic_number,128339522.604,2,0.1.0,5548,2,https://github.com/tsukasaoishi/n_adic_number
nadir,8218011.833666667,16,1.2.1,23747,0,https://github.com/gmitrev/nadir-rb
